nrow,ncol,filter col,select col,filter row,select row
10,10,5.602836608886719e-05,5.0067901611328125e-06,7.009506225585938e-05,1.4781951904296875e-05
100,100,0.0015330314636230469,2.288818359375e-05,0.0008609294891357422,0.0006239414215087891
1000,1000,0.1433110237121582,0.0001862049102783203,0.0788731575012207,0.05007314682006836
10000,10000,20.208888053894043,0.0019299983978271484,9.992001056671143,5.669668912887573
