nrow,ncol,filter_col,select_col,filter_row,select_row
10,10,5.2928924560546875e-05,1.0013580322265625e-05,2.7894973754882812e-05,2.8133392333984375e-05
50,50,0.0007340908050537109,2.288818359375e-05,0.0004019737243652344,0.0003597736358642578
100,100,0.002624034881591797,3.933906555175781e-05,0.0014698505401611328,0.0009799003601074219
500,500,0.051130056381225586,0.00015282630920410156,0.02963995933532715,0.01883697509765625
1000,1000,0.19853830337524414,0.0002930164337158203,0.12118196487426758,0.07971405982971191
5000,5000,6.190385103225708,0.0014848709106445312,3.537523031234741,2.173894166946411
10000,10000,26.431960821151733,0.003027200698852539,13.893628120422363,8.70046877861023
