nrow,ncol,filter_col,select_col,filter_row,select_row
10,10,7.200241088867188e-05,1.5020370483398438e-05,3.1948089599609375e-05,6.794929504394531e-05
50,50,0.0004601478576660156,2.5033950805664062e-05,0.00030684471130371094,0.00026702880859375
100,100,0.0016372203826904297,7.009506225585938e-05,0.0013723373413085938,0.0010139942169189453
500,500,0.04033493995666504,0.00020194053649902344,0.027418136596679688,0.01677536964416504
1000,1000,0.18094706535339355,0.0003352165222167969,0.12452077865600586,0.0742192268371582
5000,5000,9.918297290802002,0.0024809837341308594,4.51792311668396,2.7221481800079346
10000,10000,52.68139386177063,0.00459599494934082,18.338943004608154,11.066977977752686
